taxon,latitude,longitude,type
Cucurbita_palmata,33.271492,-116.410933,H
Cucurbita_palmata,33.370425,-116.453093,H
Cucurbita_palmata,33.370473,-116.455128,H
Cucurbita_palmata,33.379399,-116.452395,H
Cucurbita_palmata,33.379661,-116.452312,H
Cucurbita_palmata,33.381181,-116.454591,H
Cucurbita_palmata,33.382408,-116.458201,H
Cucurbita_palmata,33.444376,-116.868494,H
Cucurbita_palmata,33.626503,-116.507547,H
Cucurbita_palmata,33.669372,-116.422406,H
Cucurbita_palmata,33.691387,-116.432503,H
Cucurbita_palmata,33.691625,-116.432697,H
Cucurbita_palmata,33.712486,-116.517853,H
Cucurbita_palmata,33.714124,-116.522179,H
Cucurbita_palmata,33.721194,-116.445556,H
Cucurbita_palmata,33.756662,-116.477848,H
Cucurbita_palmata,33.769898,-116.43823,H
Cucurbita_palmata,33.776542,-116.078685,H
Cucurbita_palmata,33.777312,-116.552338,H
Cucurbita_palmata,33.780491,-116.567544,H
Cucurbita_palmata,33.781249,-116.488261,H
Cucurbita_palmata,33.78236,-116.482118,H
Cucurbita_palmata,33.80232,-115.92824,H
Cucurbita_palmata,33.805557,-115.77639,H
Cucurbita_palmata,33.817948,-115.765686,H
Cucurbita_palmata,33.855333,-115.720972,H
Cucurbita_palmata,33.857658,-115.736418,H
Cucurbita_palmata,33.905364,-116.800983,H
Cucurbita_palmata,33.908299,-116.801727,H
Cucurbita_palmata,33.927469,-115.911758,H
Cucurbita_palmata,33.959983,-116.018775,H
Cucurbita_palmata,33.993473,-116.148148,H
Cucurbita_palmata,33.995815,-118.071306,H
Cucurbita_palmata,34.05634,-115.40845,H
Cucurbita_palmata,34.06916,-116.035402,H
Cucurbita_palmata,34.072187,-116.035751,H
Cucurbita_palmata,34.088074,-116.519587,H
Cucurbita_palmata,34.090426,-116.079437,H
Cucurbita_palmata,34.096772,-116.152126,H
Cucurbita_palmata,34.11373,-116.35732,H
Cucurbita_palmata,34.12247,-116.311263,H
Cucurbita_palmata,34.177194,-116.048074,H
Cucurbita_palmata,34.236748,-116.266379,H
Cucurbita_palmata,34.609578,-115.6604,H
Cucurbita_palmata,34.619179,-115.039805,H
Cucurbita_palmata,34.788554,-116.680423,H
Cucurbita_palmata,34.788554,-116.680423,H
Cucurbita_palmata,34.806841,-116.843204,H
Cucurbita_palmata,34.809066,-116.664435,H
Cucurbita_palmata,34.809066,-116.664435,H
Cucurbita_palmata,34.8375,-115.6525,H
Cucurbita_palmata,34.908405,-116.815665,H
Cucurbita_palmata,34.935066,-114.034458,H
Cucurbita_palmata,35.012389,-115.653038,H
Cucurbita_palmata,35.048992,-115.394243,H
Cucurbita_palmata,35.14262,-115.527,H
Cucurbita_palmata,35.204864,-115.8701,H
Cucurbita_palmata,35.226533,-114.684058,H
Cucurbita_palmata,35.227763,-114.6853,H
Cucurbita_palmata,35.232457,-115.814571,H
Cucurbita_palmata,35.269711,-114.685035,H
Cucurbita_palmata,35.36908,-117.65632,H
Cucurbita_palmata,35.472711,-114.867369,H
Cucurbita_palmata,35.703355,-114.819412,H
Cucurbita_palmata,35.708332,-114.825053,H
Cucurbita_palmata,35.794118,-115.961895,H
Cucurbita_palmata,35.801433,-116.192025,H
Cucurbita_palmata,35.803656,-116.191171,H
Cucurbita_palmata,36.075394,-115.00182,H
Cucurbita_palmata,36.075614,-115.002434,H
Cucurbita_palmata,36.075632,-115.002497,H
Cucurbita_palmata,36.075683,-115.00255,H
Cucurbita_palmata,36.07574,-115.002598,H
Cucurbita_palmata,36.088228,-114.978533,H
Cucurbita_palmata,36.322512,-115.260545,H
Cucurbita_palmata,36.42954,-114.513886,H
Cucurbita_palmata,36.429558,-114.515183,H
Cucurbita_palmata,36.436492,-115.352203,H
Cucurbita_palmata,36.469167,-119.023072,H
Cucurbita_palmata,36.522645,-114.139733,H
Cucurbita_palmata,23.488889,-110.204167,H
Cucurbita_palmata,34.13,-116.051667,H
Cucurbita_palmata,34.1342,-116.4562,H
Cucurbita_palmata,34.271667,-115.708333,H
Cucurbita_palmata,32.86092,-116.20943,H
Cucurbita_palmata,33.20325,-116.2324,H
Cucurbita_palmata,33.7527,-114.5189,H
Cucurbita_palmata,33.7527,-114.5189,H
Cucurbita_palmata,34.1118,-117.3711,H
Cucurbita_palmata,34.7283,-116.3135,H
Cucurbita_palmata,34.922255,-114.914806,H
Cucurbita_palmata,35.14666,-115.73389,H
Cucurbita_palmata,36.986908,-119.7103,H
Cucurbita_palmata,36.986908,-119.7103,H
Cucurbita_palmata,37.66408939,-120.4611217,H
Cucurbita_palmata,37.76667,-120.84611,H
Cucurbita_palmata,33.851094,-115.748642,H
Cucurbita_palmata,33.851094,-115.748642,H
Cucurbita_palmata,33.92928,-116.074934,H
Cucurbita_palmata,34.135478,-116.056778,H
Cucurbita_palmata,31.883333,-116.316667,H
Cucurbita_palmata,32.25,-114.066667,H
Cucurbita_palmata,31.225,-115.608333,H
Cucurbita_palmata,31.225,-115.608333,H
Cucurbita_palmata,31.028889,-114.843611,H
Cucurbita_palmata,31.308333,-115.508333,H
Cucurbita_palmata,31.308333,-115.46,H
Cucurbita_palmata,31.275,-114.975,H
Cucurbita_palmata,31.275,-114.975,H
Cucurbita_palmata,32.79489,-116.96238,H
Cucurbita_palmata,32.258333,-115.291667,H
Cucurbita_palmata,32.258333,-115.291667,H
Cucurbita_palmata,32.575,-116.158333,H
Cucurbita_palmata,35.00322,-119.50501,H
Cucurbita_palmata,32.67895,-115.498883,H
Cucurbita_palmata,32.73902,-114.71142,H
Cucurbita_palmata,33.27138,-116.41994,H
Cucurbita_palmata,33.283436,-116.43559,H
Cucurbita_palmata,33.6814,-117.3608,H
Cucurbita_palmata,33.7272,-117.2907,H
Cucurbita_palmata,33.7446,-116.5378,H
Cucurbita_palmata,33.9177,-116.7878,H
Cucurbita_palmata,34.094533,-117.648592,H
Cucurbita_palmata,34.699587,-115.608558,H
Cucurbita_palmata,34.728489,-116.313383,H
Cucurbita_palmata,34.919965,-115.06355,H
Cucurbita_palmata,35.1086,-116.123,H
Cucurbita_palmata,35.371733,-119.018725,H
Cucurbita_palmata,35.37283,-119.018705,H
Cucurbita_palmata,35.738533,-118.635699,H
Cucurbita_palmata,30.05,-115.5,H
Cucurbita_palmata,32.15,-115.8,H
Cucurbita_palmata,32.63198,-116.8852,H
Cucurbita_palmata,32.72894,-116.09931,H
Cucurbita_palmata,32.73902,-114.71142,H
Cucurbita_palmata,32.8694,-116.6944,H
Cucurbita_palmata,32.97631,-115.04072,H
Cucurbita_palmata,33.0784,-116.531,H
Cucurbita_palmata,33.09281,-116.05603,H
Cucurbita_palmata,33.09596,-115.90619,H
Cucurbita_palmata,33.134611,-116.346111,H
Cucurbita_palmata,33.14161,-116.28227,H
Cucurbita_palmata,33.171611,-116.335389,H
Cucurbita_palmata,33.2203,-115.3942,H
Cucurbita_palmata,33.439167,-116.861389,H
Cucurbita_palmata,33.476667,-116.870556,H
Cucurbita_palmata,33.5882,-115.4219,H
Cucurbita_palmata,33.60719,-114.91219,H
Cucurbita_palmata,33.625,-115.9,H
Cucurbita_palmata,33.672333,-115.808556,H
Cucurbita_palmata,33.683333,-115.966667,H
Cucurbita_palmata,33.7101,-115.4045,H
Cucurbita_palmata,33.716111,-115.451389,H
Cucurbita_palmata,33.733333,-116.233333,H
Cucurbita_palmata,33.7455,-116.3514,H
Cucurbita_palmata,33.7527,-114.5189,H
Cucurbita_palmata,33.757778,-117.119167,H
Cucurbita_palmata,33.760278,-116.548333,H
Cucurbita_palmata,33.763272,-117.488694,H
Cucurbita_palmata,33.83298414,-116.5506019,H
Cucurbita_palmata,33.83298414,-116.5506019,H
Cucurbita_palmata,33.9,-115.85,H
Cucurbita_palmata,33.9208,-116.7516,H
Cucurbita_palmata,33.983333,-116.841667,H
Cucurbita_palmata,34.0093,-116.055901,H
Cucurbita_palmata,34.04356,-114.8497,H
Cucurbita_palmata,34.055568,-117.181504,H
Cucurbita_palmata,34.05785,-114.86854,H
Cucurbita_palmata,34.0707,-116.55,H
Cucurbita_palmata,34.113067,-117.291902,H
Cucurbita_palmata,34.11423,-115.34131,H
Cucurbita_palmata,34.11923,-115.45177,H
Cucurbita_palmata,34.12852,-116.03999,H
Cucurbita_palmata,34.165361,-115.757972,H
Cucurbita_palmata,34.2271,-115.72293,H
Cucurbita_palmata,34.24158,-116.47713,H
Cucurbita_palmata,34.268333,-116.276667,H
Cucurbita_palmata,34.2771,-119.2865,H
Cucurbita_palmata,34.2793,-116.48354,H
Cucurbita_palmata,34.30517,-115.06028,H
Cucurbita_palmata,34.3336,-116.60124,H
Cucurbita_palmata,34.56018,-115.642348,H
Cucurbita_palmata,34.618333,-115.663333,H
Cucurbita_palmata,34.620667,-115.67475,H
Cucurbita_palmata,34.720941,-115.992655,H
Cucurbita_palmata,34.759617,-115.684733,H
Cucurbita_palmata,34.774701,-115.744113,H
Cucurbita_palmata,34.88452,-118.39663,H
Cucurbita_palmata,34.8917,-115.7201,H
Cucurbita_palmata,34.911217,-115.53035,H
Cucurbita_palmata,34.970579,-115.570911,H
Cucurbita_palmata,35.01789,-115.566594,H
Cucurbita_palmata,35.040133,-114.97805,H
Cucurbita_palmata,35.049935,-115.55594,H
Cucurbita_palmata,35.055,-115.597639,H
Cucurbita_palmata,35.119194,-116.298083,H
Cucurbita_palmata,35.133333,-116.766667,H
Cucurbita_palmata,35.167717,-115.4818,H
Cucurbita_palmata,35.313369,-119.359489,H
Cucurbita_palmata,35.349988,-115.323556,H
Cucurbita_palmata,35.361649,-115.333413,H
Cucurbita_palmata,35.44625,-115.2407,H
Cucurbita_palmata,35.4662,-115.6884,H
Cucurbita_palmata,35.567311,-115.716257,H
Cucurbita_palmata,35.61527,-118.21389,H
Cucurbita_palmata,35.669767,-118.903367,H
Cucurbita_palmata,35.794702,-115.961723,H
Cucurbita_palmata,35.794702,-115.961723,H
Cucurbita_palmata,35.8013,-115.9723,H
Cucurbita_palmata,35.9613,-117.3357,H
Cucurbita_palmata,36.130178,-118.925892,H
Cucurbita_palmata,36.335046,-119.41421,H
Cucurbita_palmata,34.82605,-115.36214,H
Cucurbita_palmata,33.02,-116.38,H
Cucurbita_palmata,33.08535,-116.10979,H
Cucurbita_palmata,33.757778,-117.119167,H
Cucurbita_palmata,33.757778,-117.119167,H
Cucurbita_palmata,34.038,-115.749,H
Cucurbita_palmata,34.798372,-116.88551,H
Cucurbita_palmata,34.9373,-118.9225,H
Cucurbita_palmata,34.95,-119.688,H
Cucurbita_palmata,35.539,-116.4297,H
Cucurbita_palmata,35.585,-116.443,H
Cucurbita_palmata,35.768,-120.799,H
Cucurbita_palmata,35.9613,-117.3357,H
Cucurbita_palmata,32.60478,-116.61307,H
Cucurbita_palmata,32.635,-116.58889,H
Cucurbita_palmata,32.6589,-116.1008,H
Cucurbita_palmata,32.6681,-116.8228,H
Cucurbita_palmata,32.67686,-116.58352,H
Cucurbita_palmata,32.68873,-116.65059,H
Cucurbita_palmata,32.71062,-117.08501,H
Cucurbita_palmata,32.71699,-116.87613,H
Cucurbita_palmata,32.71699,-116.87613,H
Cucurbita_palmata,32.78615,-116.16784,H
Cucurbita_palmata,32.80246,-116.11938,H
Cucurbita_palmata,32.80956,-116.21391,H
Cucurbita_palmata,32.8115,-116.2118,H
Cucurbita_palmata,32.84753,-116.20065,H
Cucurbita_palmata,32.84916,-116.92094,H
Cucurbita_palmata,32.8703,-116.2357,H
Cucurbita_palmata,32.8725,-116.2289,H
Cucurbita_palmata,32.87746,-116.31064,H
Cucurbita_palmata,32.87898,-116.20993,H
Cucurbita_palmata,32.96587,-116.30642,H
Cucurbita_palmata,32.98062,-116.41909,H
Cucurbita_palmata,32.98306,-116.44331,H
Cucurbita_palmata,33.0073,-116.45975,H
Cucurbita_palmata,33.0177,-116.4305,H
Cucurbita_palmata,33.0239,-116.10853,H
Cucurbita_palmata,33.028,-116.39726,H
Cucurbita_palmata,33.02944,-116.39111,H
Cucurbita_palmata,33.0352,-116.5103,H
Cucurbita_palmata,33.04,-116.2655,H
Cucurbita_palmata,33.04171,-116.86808,H
Cucurbita_palmata,33.05754,-116.41922,H
Cucurbita_palmata,33.07835,-116.531,H
Cucurbita_palmata,33.09772,-116.52683,H
Cucurbita_palmata,33.09869,-116.47147,H
Cucurbita_palmata,33.1129,-116.34511,H
Cucurbita_palmata,33.11683,-116.43919,H
Cucurbita_palmata,33.12754,-116.33001,H
Cucurbita_palmata,33.13456,-116.34607,H
Cucurbita_palmata,33.13472,-116.37281,H
Cucurbita_palmata,33.13579,-116.29951,H
Cucurbita_palmata,33.13949,-116.38799,H
Cucurbita_palmata,33.14583,-116.54361,H
Cucurbita_palmata,33.16684,-116.25866,H
Cucurbita_palmata,33.1716,-116.3354,H
Cucurbita_palmata,33.1752,-116.3338,H
Cucurbita_palmata,33.2107,-116.45964,H
Cucurbita_palmata,33.21218,-116.4666,H
Cucurbita_palmata,33.21931,-116.46325,H
Cucurbita_palmata,33.27901,-116.41045,H
Cucurbita_palmata,33.3226,-116.3895,H
Cucurbita_palmata,33.3542,-116.375,H
Cucurbita_palmata,33.3592,-116.40423,H
Cucurbita_palmata,33.38261,-116.45847,H
Cucurbita_palmata,33.3829,-116.0344,H
Cucurbita_palmata,33.39337,-116.37426,H
Cucurbita_palmata,33.40456,-116.10999,H
Cucurbita_palmata,33.42045,-116.83088,H
Cucurbita_palmata,33.7152,-115.45206,H
Cucurbita_palmata,33.75782,-117.11934,H
Cucurbita_palmata,34.51,-114.70846,H
Cucurbita_palmata,34.8917,-115.7201,H
Cucurbita_palmata,35.03927,-115.6754,H
Cucurbita_palmata,35.16772,-115.4818,H
Cucurbita_palmata,30.641667,-114.758333,H
Cucurbita_palmata,32.091667,-115.775,H
Cucurbita_palmata,32.375,-116.508333,H
Cucurbita_palmata,32.625,-115.991667,H
Cucurbita_palmata,32.74598,-115.97924,H
Cucurbita_palmata,32.74598,-115.97924,H
Cucurbita_palmata,33.115533,-116.439461,H
Cucurbita_palmata,33.115533,-116.439461,H
Cucurbita_palmata,34.3775,-116.17861,H
Cucurbita_palmata,34.44611,-115.78,H
Cucurbita_palmata,33.1125,-116.5225,H
Cucurbita_palmata,33.75782,-117.11934,H
Cucurbita_palmata,33.757825,-117.11934,H
Cucurbita_palmata,33.817111,-116.343972,H
Cucurbita_palmata,34.011164,-116.019552,H
Cucurbita_palmata,34.13,-116.051667,H
Cucurbita_palmata,34.135558,-116.054169,H
Cucurbita_palmata,34.400278,-116.383611,H
Cucurbita_palmata,34.4715,-114.5148,H
Cucurbita_palmata,34.783611,-115.651667,H
Cucurbita_palmata,35.012023,-115.653965,H
Cucurbita_palmata,34.03998622,-115.3605731,H
Cucurbita_palmata,33.016667,-116.433333,H
Cucurbita_palmata,29.958333,-115.008333,H
Cucurbita_palmata,31.558333,-116.425,H
Cucurbita_palmata,32.275,-116.191667,H
Cucurbita_palmata,31.583333,-116.533333,H
Cucurbita_palmata,32.266667,-116.183333,H
Cucurbita_palmata,32.6048,-116.613,H
Cucurbita_palmata,33.04179,-116.86803,H
Cucurbita_palmata,33.1285,-116.4419,H
Cucurbita_palmata,33.19917,-116.59861,H
Cucurbita_palmata,33.22217,-116.27,H
Cucurbita_palmata,33.22217,-116.27,H
Cucurbita_palmata,33.3048,-116.17986,H
Cucurbita_palmata,33.6264,-115.9064,H
Cucurbita_palmata,33.683,-117.166,H
Cucurbita_palmata,33.69178,-116.33165,H
Cucurbita_palmata,33.7152,-115.45206,H
Cucurbita_palmata,33.7272,-117.2907,H
Cucurbita_palmata,33.7357,-115.8095,H
Cucurbita_palmata,33.9545,-117.381,H
Cucurbita_palmata,33.9545,-117.381,H
Cucurbita_palmata,33.9633,-117.3766,H
Cucurbita_palmata,34.921917,-114.915806,H
Cucurbita_palmata,35.00322,-119.50501,H
Cucurbita_palmata,35.0403,-114.8258,H
Cucurbita_palmata,35.119164,-116.29806,H
Cucurbita_palmata,35.26889,-119.00194,H
Cucurbita_palmata,35.567311,-115.716257,H
Cucurbita_palmata,35.6241,-118.9553,H
Cucurbita_palmata,35.6241,-118.9553,H
Cucurbita_palmata,36.03192,-117.170906,H
Cucurbita_palmata,36.38645,-119.097664,H
Cucurbita_palmata,36.523315,-119.28488,H
Cucurbita_palmata,37.139606,-120.27396,H
Cucurbita_palmata,32.78921,-114.55606,H
Cucurbita_palmata,32.8034,-116.0759,H
Cucurbita_palmata,33.34,-116.0408,H
Cucurbita_palmata,35.05889,-119.4,H
Cucurbita_palmata,36.3217,-117.5162,H
Cucurbita_palmata,36.3925,-119.481944,H
Cucurbita_palmata,31.27972,-114.98386,H
Cucurbita_palmata,31.635,-115.06833,H
Cucurbita_palmata,32.68869,-116.65061,H
Cucurbita_palmata,32.99694,-116.05833,H
Cucurbita_palmata,33,-116.06667,H
Cucurbita_palmata,33.04222,-116.41111,H
Cucurbita_palmata,33.14583,-116.54361,H
Cucurbita_palmata,33.63806,-117.29139,H
Cucurbita_palmata,33.71861,-117.29722,H
Cucurbita_palmata,33.75778,-117.11917,H
Cucurbita_palmata,33.80231,-117.09989,H
Cucurbita_palmata,33.95667,-116.86333,H
Cucurbita_palmata,33.98111,-116.83889,H
Cucurbita_palmata,33.98333,-116.84167,H
Cucurbita_palmata,34.00889,-116.05167,H
Cucurbita_palmata,34.04306,-116.56611,H
Cucurbita_palmata,34.05,-117.26667,H
Cucurbita_palmata,34.13,-116.05167,H
Cucurbita_palmata,34.13543,-116.33502,H
Cucurbita_palmata,34.13556,-116.4575,H
Cucurbita_palmata,34.25833,-116.10667,H
Cucurbita_palmata,34.26833,-116.27667,H
Cucurbita_palmata,34.27167,-115.70833,H
Cucurbita_palmata,34.32306,-114.31139,H
Cucurbita_palmata,34.32417,-116.41833,H
Cucurbita_palmata,34.33361,-116.60125,H
Cucurbita_palmata,34.43167,-114.53472,H
Cucurbita_palmata,34.61833,-115.66333,H
Cucurbita_palmata,34.70525,-116.81723,H
Cucurbita_palmata,34.73833,-115.68333,H
Cucurbita_palmata,34.74,-115.68,H
Cucurbita_palmata,34.78361,-115.65167,H
Cucurbita_palmata,34.82333,-116.69194,H
Cucurbita_palmata,34.82958,-116.335,H
Cucurbita_palmata,34.89528,-117.02417,H
Cucurbita_palmata,34.91122,-115.53035,H
Cucurbita_palmata,35.10008,-114.82857,H
Cucurbita_palmata,35.11919,-116.29808,H
Cucurbita_palmata,35.17747,-115.51762,H
Cucurbita_palmata,35.20053,-118.76027,H
Cucurbita_palmata,35.42972,-118.72833,H
Cucurbita_palmata,35.46764,-115.4875,H
Cucurbita_palmata,36.04167,-120.12,H
Cucurbita_palmata,32.67883,-115.89769,H
Cucurbita_palmata,33.6778,-116.4074,H
Cucurbita_palmata,33.75428,-117.12125,H
Cucurbita_palmata,35.383333,-119.75,H
Cucurbita_palmata,30.108333,-114.625,H
Cucurbita_palmata,30.108333,-114.625,H
Cucurbita_palmata,34.70525,-116.817233,H
